날짜,종가,전일비,시가,고가,저가,거래량,MA5,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,평균거래량,거래량비율,거래량신호,골든크로스,데드크로스,MACD_골든크로스
2025-06-27,60900,"하락
				2,200",63000,63500,58900,7751588,66280.0,54457.5,44001.666666666664,62.26664262209673,6478.150039347325,5689.818438599789,788.331600747536,7795422.75,0.9943768604467281,False,False,False,False
2025-06-30,60000,"하락
				900",61200,62000,59500,4067265,64760.0,55257.5,44350.0,60.45953463912899,5972.437149498095,5746.34218077945,226.09496871864485,7766542.25,0.5236905780046455,False,False,False,False
2025-07-01,60100,"상승
				100",59900,63400,59300,4862065,62700.0,56127.5,44648.333333333336,60.59637273778421,5516.138593069234,5700.301463237407,-184.16287016817296,7832692.25,0.6207399505578686,False,False,False,False
2025-07-02,58700,"하락
				1,400",61000,61300,58100,2974555,60560.0,56905.0,44945.0,57.59143239654937,4984.096834122756,5557.060537414477,-572.9637032917208,7877635.9,0.37759488224125715,False,False,False,False
2025-07-03,59500,"상승
				800",59200,61400,58800,3330017,59840.0,57800.0,45222.5,58.84727288560597,4574.273839687507,5360.503197869083,-786.2293581815766,7852213.0,0.42408643270374863,False,False,False,False
2025-07-04,58400,"하락
				1,100",60000,60400,58300,2125150,59340.0,58505.0,45498.333333333336,56.37522681288663,4113.309683481115,5111.0644949914895,-997.7548115103746,7704963.75,0.2758157038701188,False,False,False,False
2025-07-07,60100,"상승
				1,700",57600,61000,57500,3213170,59360.0,58940.0,45822.5,59.22594964246933,3840.892641627317,4857.030124318655,-1016.1374826913379,7226383.9,0.44464424316012324,False,False,False,False
2025-07-08,60800,"상승
				700",61400,61600,59900,2354516,59500.0,59480.0,46185.0,60.37419246537807,3639.5300858543706,4613.530116625799,-974.0000307714281,6899307.6,0.34126844844546433,False,False,False,False
2025-07-09,60500,"하락
				300",60700,61000,59500,2152533,59860.0,59935.0,46574.166666666664,59.599550946797194,3416.359649441336,4374.096023188907,-957.7363737475707,6741912.45,0.3192763204749121,False,False,True,False
2025-07-10,60800,"상승
				300",61000,61800,59700,3149990,60120.0,60450.0,46920.833333333336,60.15018170095171,3226.509767357711,4144.578772022668,-918.069004664957,6695828.7,0.470440649116367,False,False,False,False
2025-07-11,60000,"하락
				800",62000,62000,59900,2465478,60440.0,60875.0,47270.833333333336,57.88454479817465,2977.1799763536474,3911.0990128888643,-933.919036535217,6548683.1,0.3764845484735702,False,False,False,False
2025-07-14,58300,"하락
				1,700",59500,59600,56500,3469359,60080.0,61130.0,47592.5,53.29097178314495,2612.2956104518453,3651.338332401461,-1039.0427219496155,6474666.0,0.5358359798018925,False,False,False,False
2025-07-15,57200,"하락
				1,100",57400,58000,56300,2979693,59360.0,61400.0,47898.333333333336,50.49846262947945,2208.8985077031175,3362.8503674617923,-1153.9518597586748,6424567.65,0.4637966571960683,False,False,False,False
2025-07-16,56100,"하락
				1,100",56900,57600,56000,1844953,58480.0,61445.0,48204.166666666664,47.800957701401884,1779.9247262594945,3046.265239221333,-1266.3405129618386,6097785.4,0.3025611560551147,False,False,False,False
2025-07-17,57500,"상승
				1,400",57500,59100,57000,3318001,57820.0,61300.0,48525.833333333336,51.362020628927034,1535.231025968802,2744.058396570827,-1208.827370602025,5526008.1,0.600433611380338,False,False,False,False
2025-07-18,56900,"하락
				600",57700,57800,56100,1334076,57200.0,60815.0,48824.166666666664,49.79417411470067,1278.160679291257,2450.878853114913,-1172.718173823656,4754997.95,0.28056289698295245,False,False,False,False
2025-07-21,56900,보합0,56700,57400,56400,1111739,56920.0,60280.0,49124.166666666664,49.794174114700674,1062.1863543525396,2173.1403533624384,-1110.9539990098988,4175178.5,0.26627340603521504,False,False,False,False
2025-07-22,56500,"하락
				400",57100,57100,56100,1274106,56780.0,59585.0,49412.5,48.64605440452355,848.9621812028126,1908.3047189305134,-1059.3425377277008,3634712.8,0.350538287371701,False,False,False,False
2025-07-23,55000,"하락
				1,500",56700,56900,54100,1861734,56560.0,58865.0,49672.5,44.50218617821137,552.5733027384631,1637.1584356921035,-1084.5851329536404,3407827.5,0.5463111028947328,False,False,False,False
2025-07-24,54100,"하락
				900",55500,55900,53500,1968455,55880.0,58415.0,49916.666666666664,42.180487551863706,242.2677905200835,1358.1803066576995,-1115.912516137616,2880422.15,0.6833911480648766,False,False,False,False
2025-07-25,55800,"상승
				1,700",54000,55900,53700,1822409,55660.0,58160.0,50214.166666666664,47.72784323881858,132.00258532881708,1112.944762391923,-980.9421770631059,2583963.2,0.7052766850549574,False,False,False,False
